交易日期,交易时间,摘要,地区,收入/支出金额,余额,对方户名,对方账号,渠道
2026-04-25,22:38:04,,1001,+900.00,"459,476.13",赵九洋,,
2026-04-25,22:38:04,银联入账,1001,+300.00,"459,776.13",胡梦之,2088****0156,网上银行
2026-04-25,23:06:57,他行汇入,1001,"+1,000.00","460,776.13",盛瀚钦,6214830107101098,其他
2026-04-25,23:22:13,他行汇入,1001,"+1,125.00","461,901.13",夏雪,6217001180061495811,其他
2026-04-26,12:49:42,银联入账,1001,+560.00,"465,311.13",李珂,2088****0156,网上银行
2026-04-26,16:33:37,他行汇入,,"+1,470.00","466,781.13",朱爽爽,6214855712354139,其他
2026-04-27,17:25:33,银联入账,1001,+875.00,"467,656.13",张文雅,2088****0156,网上银行
2026-04-28,05:48:26,银联入账,1001,+599.70,"468,615.83",窦远东,2088****0156,网上银行
2026-04-28,12:20:20,银联入账,1001,+360.00,"468,016.13",尚晓萌,2088****0156,网上银行
2026-04-28,13:32:16,银联入账,1001,"+1,736.00","473,391.83",刘世康,2088****0156,网上银行
2026-04-28,13:37:03,银联入账,1001,+760.00,"474,151.83",邱惟,2088****0156,网上银行
2026-04-28,14:28:19,网转,2407,"+1,150.00","475,301.83",胡嘉然,6222032407001799876,手机银行
2026-04-28,15:45:02,他行汇入,1001,"+1,850.00","477,151.83",葛永鑫,6214834572982313,其他
2026-04-28,22:51:14,银联入账,1001,"+1,600.00","471,655.83",刘萍慧,2088****0156,网上银行
2026-05-03,23:15:04,支付宝,,"+1,450.00","478,601.83",车睿,2088****0156,快捷支付
2026-05-06,10:31:38,银联入账,1001,"+1,350.00","481,001.83",徐子翔,2088****0156,网上银行
2026-05-06,15:29:55,银联入账,1001,"+1,150.00","482,151.83",王依嘉,2088****0156,快捷支付
2026-05-06,23:15:04,他行汇入,1001,"+1,050.00","479,651.83",黄怡薇,6230580000298633970,其他
2026-05-07,08:35:59,银联入账,1001,"+1,650.00","486,301.83",高玲玲,2088****0156,网上银行
2026-05-07,10:43:34,银联入账,1001,+960.00,"487,261.83",章锦红,2088****0156,网上银行
2026-05-07,10:45:39,银联入账,1001,"+1,680.00","498,083.83",活期人民,,
2026-05-07,10:48:01,他行汇入,1001,"+1,400.00","488,661.83",马锐,6215824750003176197,其他
2026-05-07,11:45:15,银联入账,1001,+62.00,"488,723.83",王璇,,
2026-05-07,11:49:57,他行汇入,1001,"+1,950.00","490,673.83",王可,6217770333110520,其他
2026-05-07,14:34:58,他行汇入,1001,+840.00,"491,513.83",饶诗玲,6214852005926533,其他
2026-05-07,15:23:17,支付宝,1001,"+2,250.00","493,763.83",彭彬,2088****0156,快捷支付
2026-05-07,15:29:55,银联入账,1001,"+2,500.00","484,651.83",赵欣蕊,2088****0156,网上银行
2026-05-08,12:48:47,银联入账,1001,"+2,640.00","500,723.83",朱延梅,2088****0156,网上银行
2026-05-08,13:10:29,他行汇入,,"+1,100.00","501,823.83",茅佳梦,6230399991018973442,其他
2026-05-09,10:15:24,他行汇入,1001,"+1,650.00","503,698.83",陈兆年,6214830437110512,其他
2026-05-09,10:54:30,银联入账,1001,"+1,225.00","507,095.83",徐静,2088****0156,网上银行
2026-05-09,11:04:38,银联入账,1001,+630.00,"507,725.83",唐浩楠,6212****3805,网上银行
2026-05-09,11:05:39,银联入账,1001,+875.00,"508,600.83",王豪,6227****3534,网上银行
2026-05-09,15:23:57,他行汇入,1001,+980.00,"505,870.83",吴杨,6217681112540615,其他
2026-05-09,15:30:43,网转,1203,+800.00,"504,498.83",杜文静,6222081203010910061,手机银行
2026-05-09,16:43:04,他行汇入,1001,+132.00,"504,890.83",陈妍,6221807300019512016,其他
2026-05-09,16:57:10,银联入账,1001,+225.00,"502,048.83",谢精精,6214****3566,网上银行
2026-05-11,11:35:48,他行汇入,,+980.00,"509,580.83",舒仪瑶,6222623690001040129,其他
2026-05-11,11:35:48,银联入账,1001,+945.00,"510,525.83",张晶,2088****0156,网上银行
2026-05-11,12:07:45,银联入账,1001,+840.00,"511,365.83",李沁春,2088****0156,网上银行
2026-05-11,12:48:50,银联入账,1001,+875.00,"512,240.83",徐华丽,2088****0156,快捷支付
2026-05-12,08:57:37,支付宝,1001,+600.00,"513,080.83",李娜,2088****0156,快捷支付
2026-05-12,12:48:50,银联入账,1001,+240.00,"512,480.83",许晓璐,2088****0156,网上银行
2026-05-14,17:22:06,银联入账,1001,"+1,140.00","514,220.83",唐朝,2088****0156,网上银行
2026-05-15,11:08:09,银联入账,1001,+360.00,"515,130.83",岳计雄,,
2026-05-15,11:14:27,银联入账,1001,"+1,000.00","516,130.83",邓源,2088****0156,网上银行
2026-05-15,11:28:35,他行汇入,1001,+420.00,"516,550.83",杜晓瑶,6226080270159418,其他
2026-05-15,11:44:30,银联入账,1001,"+1,050.00","517,600.83",潘兴波,2088****0156,网上银行
2026-05-15,14:01:46,银联入账,1001,+550.00,"514,770.83",李丹丹,2088****0156,网上银行
2026-05-15,14:07:32,银联入账,1001,"+1,050.00","520,840.83",活期人民,,
2026-05-15,14:13:38,银联入账,1001,+600.00,"521,440.83",周蕊,2088****0156,网上银行
2026-05-15,14:40:25,他行汇入,,"+3,120.00","524,560.83",朱家贵,6228481466077637371,其他
2026-05-15,14:42:20,他行汇入,1001,+625.00,"525,185.83",张静,6217930292098377,其他
2026-05-15,16:38:08,支付宝转账,1001,"+3,600.00","528,785.83",黄周佳,2088****0156,快捷支付
2026-05-15,16:38:08,他行汇入,1001,+555.50,"529,341.33",刘浩,6214851234826969,其他
2026-05-15,17:56:14,支付宝转账,1001,"+1,250.00","531,216.33",叶濛濛,2088****0156,快捷支付
2026-05-15,17:56:14,支付宝转账,1001,"+2,100.00","533,316.33",沈颖华,2088****0156,快捷支付
2026-05-15,17:56:14,支付宝转账,1001,"+1,500.00","534,816.33",廖颖彤,2088****0156,快捷支付
2026-05-15,17:56:14,他行汇入,1001,"+1,625.00","536,441.33",毛策艺,6226192010734440,其他
2026-05-15,18:55:22,银联入账,1001,"+2,490.00","538,931.33",孟鹏杰,2088****0156,网上银行
2026-05-15,22:33:07,银联入账,,"+2,700.00","541,631.33",郭玲芳,2088****0156,网上银行
2026-05-15,22:33:07,他行汇入,1001,"+1,170.00","542,801.33",高文萱,6228481045801197470,其他
2026-05-15,22:53:30,支付宝转账,1001,+320.00,"543,121.33",孙祎迎,2088****0156,快捷支付
2026-05-18,10:37:52,银联入账,1001,"+1,650.00","545,611.33",施汉嘉,2088****0156,网上银行
2026-05-18,22:53:30,银联入账,1001,+840.00,"543,961.33",陈杜娟,2088****0156,网上银行
2026-05-19,10:48:14,银联入账,1001,+875.00,"548,006.33",邵明鑫,2088****0156,网上银行
2026-05-19,11:41:30,银联入账,1001,+900.00,"548,906.33",许陶,2088****0156,网上银行
2026-05-19,12:07:27,他行汇入,1001,"+5,600.00","554,506.33",伊秋娟,,
2026-05-19,22:50:38,他行汇入,1001,"+1,520.00","547,131.33",董佳艺,6217920604189865,其他
2026-05-20,10:33:56,他行汇入,1001,+900.00,"559,588.33",其他,,
2026-05-20,11:09:14,他行汇入,1001,+600.00,"560,188.33",王莹超,2088****0156,快捷支付
2026-05-20,11:09:14,他行汇入,,"+1,350.00","561,538.33",路男,6668249850236384,其他
2026-05-20,12:15:25,银联入账,1001,"+1,200.00","555,706.33",张雨,2088****0156,网上银行
2026-05-20,13:20:31,他行汇入,1001,+432.00,"556,138.33",张小叶,6214860109290201,其他
2026-05-20,16:08:06,他行汇入,1001,+750.00,"556,888.33",金瑶瑶,6228480338909615670,其他
2026-05-22,15:31:04,他行汇入,1001,"+3,750.00","565,288.33",沈立,6217001210075937027,其他
2026-05-25,08:31:58,他行汇入,1001,+500.00,"576,571.13",彭雯倩,6214830190321728,其他
2026-05-25,10:05:12,他行汇入,1001,"+2,450.00","571,721.13",曾妮,6217922996182821,其他
2026-05-25,10:15:39,他行汇入,1001,"+1,762.80","567,321.13",严云龙,6214663802655500,其他
2026-05-25,11:02:29,银联入账,1001,"+1,250.00","576,071.13",刘佳琳,2088****0156,网上银行
2026-05-25,16:02:58,银联入账,1001,+270.00,"565,558.33",齐秀英,2088****0156,网上银行
2026-05-25,17:19:22,他行汇入,1001,"+1,500.00","573,221.13",李一超,2088****0156,快捷支付
2026-05-25,17:19:22,他行汇入,1001,"+1,600.00","574,821.13",罗耀,6217002000043132333,其他
2026-05-28,11:35:44,他行汇入,,+710.00,"577,281.13",熊娟娟,6236682020001378162,其他
2026-05-28,11:35:44,支付宝转账,1001,"+1,000.00","578,281.13",吴婉莹,2088****0156,快捷支付
2026-05-29,11:35:44,他行汇入,1001,+900.00,"579,181.13",柳丹丹,6217001370059785535,其他
2026-05-29,17:30:27,他行汇入,1001,"+2,420.00","581,601.13",许志英,2088****0156,快捷支付
2026-05-29,17:30:27,支付宝转账,1001,+600.00,"582,201.13",许志英,2088****0156,快捷支付
2026-05-29,17:30:27,银联入账,1001,"+2,250.00","584,451.13",吴婉莹,2088****0156,网上银行
2026-05-30,18:15:59,他行汇入,1001,+750.00,"585,201.13",杨洁莎,6228481399199482873,其他
2026-06-01,13:19:29,银联入账,1001,"+1,200.00","586,401.13",闫硕,2088****0156,网上银行
2026-06-01,15:53:00,,1001,+925.00,"587,326.13",甄婧煜,,
2026-06-03,09:50:11,他行汇入,1001,"+1,000.00","589,286.13",严竑博,6221805200042524107,其他
2026-06-03,15:53:00,银联入账,1001,+960.00,"588,286.13",熊依人,2088****0156,网上银行
2026-06-03,16:57:44,支付宝转账,1001,"+1,400.00","590,686.13",李家萱,2088****0156,快捷支付
2026-06-03,17:41:34,支付宝转账,1001,+770.00,"592,466.93",活期人民,,
2026-06-04,11:05:50,网转,,"+3,000.00","596,841.93",余世钧,6212252012000559091,手机银行
2026-06-04,14:23:04,银联入账,1001,"+1,500.00","602,451.93",廖颖彤,2088****0156,网上银行
2026-06-04,14:57:55,银联入账,1001,"+1,350.00","603,801.93",张月,2088****0156,快捷支付
2026-06-04,14:57:55,他行汇入,1001,"+1,500.00","605,301.93",刘艳丽,6217002450000881424,其他
2026-06-04,15:24:25,网转,2012,+500.00,"597,341.93",余世钧,6212252012000559091,手机银行
2026-06-04,15:26:01,他行汇入,1001,"+1,200.00","598,541.93",马姮,6214831072060053,其他
2026-06-04,15:31:29,他行汇入,1001,"+2,850.00","608,151.93",陈莎莎,6228482099607787678,其他
2026-06-04,15:34:11,他行汇入,1001,"+2,800.00","610,951.93",姚文文,6668065408853276,其他
2026-06-04,15:34:35,他行汇入,1001,"+1,360.00","599,901.93",袁羽,6214830374086345,其他
2026-06-04,17:41:34,他行汇入,1001,"+1,375.00","593,841.93",李小珍,6228480107117035272,其他
2026-06-05,15:40:32,银联入账,,+570.00,"611,521.93",高李孙,2088****0156,网上银行
2026-06-05,15:40:32,他行汇入,1001,+270.00,"611,791.93",韦明月,6214830129216239,其他
2026-06-05,15:45:26,支付宝转账,1001,"+1,740.00","613,531.93",刘志军,2088****0156,快捷支付
2026-06-05,15:45:26,网转,1103,+660.00,"614,191.93",杨晓,6217231103002282579,手机银行
2026-06-05,15:46:50,支付宝,1001,+840.00,"615,031.93",孔英,2088****0156,快捷支付
2026-06-05,15:46:50,网转,3100,+390.00,"615,421.93",袁露,6222033100049427688,手机银行
2026-06-05,15:55:12,支付宝转账,1001,"+2,400.00","617,821.93",叶小莹,2088****0156,快捷支付
2026-06-05,15:55:12,支付宝,1001,"+1,470.00","619,291.93",董玲,2088****0156,快捷支付
2026-06-05,15:55:12,银联入账,1001,+900.00,"620,691.93",胡睿哲,2088****0156,网上银行
2026-06-05,17:09:55,他行汇入,1001,"+2,472.00","623,163.93",许栩,6214830020551353,其他
2026-06-06,14:00:27,他行汇入,1001,"+1,500.00","627,388.93",其他,,
2026-06-06,17:27:51,他行汇入,1001,+625.00,"623,788.93",周树英,6228480616750773171,其他
2026-06-08,12:06:07,网转,1208,"+1,200.00","636,824.93",吕辰,6222031208007856954,手机银行
2026-06-08,12:09:09,银联入账,1001,+900.00,"637,724.93",林淑怡,2088****0156,网上银行
2026-06-08,12:11:32,他行汇入,1001,+525.00,"638,249.93",牛子博,6217002920163540561,其他
2026-06-08,12:37:06,他行汇入,1001,+925.75,"639,175.68",王煜,6217850500026071393,其他
2026-06-08,13:33:44,他行汇入,1001,+540.00,"639,715.68",王煜,6217850500026071393,其他
2026-06-08,14:29:57,银联入账,1001,"+1,440.00","628,828.93",彭滢润,2088****0156,网上银行
2026-06-08,14:35:59,,,"+2,250.00","631,078.93",天津市北,,
2026-06-08,14:42:35,银联入账,1001,+450.00,"631,528.93",王雨晴,2088****0156,网上银行
2026-06-08,15:39:10,网转,3400,+700.00,"632,228.93",李淑贞,6215583400004643602,手机银行
2026-06-08,21:12:34,他行汇入,1001,"+1,596.00","633,824.93",曹嘉颖,6228480218876959071,其他
2026-06-09,14:03:03,银联入账,,"+2,150.00","641,865.68",刘云仙,2088****0156,网上银行
2026-06-09,14:03:03,转账,1001,+700.00,"642,565.68",张心宇,1012****3071,快捷支付
2026-06-09,14:03:03,银联入账,1001,"+1,984.00","644,549.68",贾惠鑫,2088****0156,网上银行
2026-06-09,14:35:40,报销,1001,"+35,909.36","680,459.04",活期人民,,
2026-06-09,15:40:10,银联入账,1001,+270.00,"680,729.04",高芬,2088****0156,网上银行
2026-06-09,15:54:50,支付宝转账,1001,+600.00,"681,329.04",师毅伟,2088****0156,快捷支付
2026-06-09,17:48:54,网转,0200,"+1,440.00","682,769.04",陈芙,6215580200008604938,手机银行
2026-06-09,18:40:17,支付宝,1001,+600.00,"683,369.04",王琪,2088****0156,快捷支付
2026-06-09,18:40:17,他行汇入,1001,+360.00,"683,729.04",姚雪丽,,
2026-06-10,07:13:07,跨行汇款,1001,"-35,909.36","648,719.68",李逸凡,6214863514949494,手机银行
2026-06-10,08:49:28,银联入账,1001,+770.00,"649,489.68",乔会敏,2088****0156,网上银行
2026-06-10,11:12:34,网转,0302,"+1,470.00","658,580.18",闫玉佩,6212260302034990465,手机银行
2026-06-10,12:44:36,银联入账,1001,"+4,800.00","663,380.18",顾乃全,2088****0156,网上银行
2026-06-10,14:20:49,他行汇入,1001,"+1,250.00","664,630.18",王丹,6214852902572562,其他
2026-06-10,15:14:54,支付宝,1001,+900.00,"650,899.68",活期人民,,
2026-06-10,15:14:54,网转,1202,+900.00,"651,799.68",尤芷萱,6222031202013834162,手机银行
2026-06-10,15:59:21,支付宝转账,1001,+612.50,"665,242.68",戴腾燕,2088****0156,快捷支付
2026-06-10,15:59:21,支付宝,1001,+700.00,"665,942.68",陈艳,2088****0156,快捷支付
2026-06-10,18:00:58,支付宝,,+750.00,"652,549.68",焦阳,2088****0156,快捷支付
2026-06-10,18:00:58,他行汇入,1001,"+2,060.50","654,610.18",刘甜,6214852112024602,其他
2026-06-10,18:59:17,他行汇入,1001,"+1,400.00","656,010.18",尹棋,6214685072201541,其他
2026-06-10,20:48:48,银联入账,1001,"+1,080.00","657,090.18",王迎,2088****0156,网上银行
2026-06-10,22:54:16,银联入账,1001,+900.00,"684,629.04",吴少驰,2088****0156,网上银行
2026-06-11,21:00:16,他行汇入,,+660.00,"666,602.68",刘灿,622908463108782214,其他
2026-06-11,21:00:16,银联入账,1001,"+1,100.00","667,702.68",张鑫,2088****0156,网上银行
2026-06-12,00:16:39,他行汇入,1001,"+1,575.00","669,732.68",骆笑媛,6214833733409828,其他
2026-06-12,23:35:40,银联入账,1001,+455.00,"668,157.68",钟婷,2088****0156,网上银行
